instance_id,state_hex,optimal_cost,algorithm,algo_params,heuristic,heuristic_params,h_start,solved,termination,solution_cost,suboptimality,nodes_expanded,nodes_generated,h_batches,h_states,h_time_s,wall_time_s,batch_size
21,8fc2a069d1eb3754,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",40.00,1,solved,46,,7144,15156,4731,9740,0.3365,0.3546,1
22,fc5ae0d17324b986,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",34.00,1,solved,42,,12741,27490,6061,12358,0.4338,0.4658,1
23,afb57e4608cd3291,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",32.00,1,solved,38,,4023,8853,2106,4444,0.1465,0.1561,1
24,bdcea7f506482931,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",32.00,1,solved,38,,2499,5273,1522,3090,0.1060,0.1121,1
25,06cd48791ef5b3a2,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",42.00,1,solved,50,,5030,10474,3887,7977,0.2736,0.3049,1
26,af0e769c1d28b345,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",26.00,1,solved,30,,283,647,206,456,0.0148,0.0157,1
27,da5c9164037feb82,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",38.00,1,solved,46,,7765,16612,5639,11795,0.3966,0.4167,1
28,f9ce7168d34520ba,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",36.00,1,solved,42,,7524,15948,4812,9869,0.3393,0.3581,1
29,8c94bef105d2a673,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",40.00,1,solved,42,,949,1930,536,1073,0.0397,0.0420,1
30,b65e19da284cf073,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",42.00,1,solved,52,,18508,38515,12004,24075,0.8467,0.8931,1
31,fbe97065dc813a24,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",28.00,1,solved,34,,503,1109,386,827,0.0282,0.0296,1
32,f9b47de035a216c8,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",38.00,1,solved,44,,14717,32202,8671,18247,0.6057,0.6421,1
33,b7da6045ce19f238,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",40.00,1,solved,44,,274,575,234,477,0.0164,0.0171,1
34,6ecab52037d8f419,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",34.00,1,solved,44,,6968,14651,4437,9065,0.3150,0.3322,1
35,91b6308e25fdac74,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",44.00,1,solved,46,,256,567,208,439,0.0146,0.0153,1
36,b1fcda64e3092758,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",32.00,1,solved,40,,1133,2507,787,1683,0.0555,0.0584,1
37,db85639caf47e012,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",40.00,1,solved,46,,7701,16397,4593,9336,0.3218,0.3402,1
38,8baef09374dc1625,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",40.00,1,solved,46,,4105,8936,2071,4302,0.1594,0.1702,1
39,59c6e830fb2a741d,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",40.00,1,solved,46,,466,995,410,867,0.0291,0.0303,1
40,8dfce0a92b453671,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",34.00,1,solved,40,,3711,8157,2215,4598,0.1578,0.1671,1
41,9f7385debc64a021,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",40.00,1,solved,50,,76732,165857,36649,74878,2.5626,2.7480,1
42,4ec8b659d3f17a20,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",34.00,1,solved,42,,6485,13877,4193,8717,0.2952,0.3116,1
43,d908e16ca7b5f324,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",30.00,1,solved,38,,8426,18212,4210,8712,0.2952,0.3152,1
44,fea98d5432c6b170,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",34.00,1,solved,42,,1787,3977,1374,2964,0.0961,0.1008,1
45,c9bd74f50e6132a8,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",34.00,1,solved,44,,13039,28234,7125,14721,0.5025,0.5347,1
46,658b1f7cad0e9324,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",38.00,1,solved,50,,293881,631498,104554,209617,7.3135,7.9939,1
47,cb03ad8e497652f1,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",50.00,1,solved,58,,209668,452792,94012,192913,6.5408,7.0478,1
48,ab09c538e671f24d,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",42.00,1,solved,48,,4420,9625,2862,5932,0.1983,0.2094,1
49,bd2cf64a35e71098,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",34.00,1,solved,44,,6561,14008,4658,9678,0.3243,0.3408,1
50,da627fbe01c83954,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",34.00,1,solved,38,,613,1356,400,867,0.0279,0.0295,1
51,ed2810493f567bca,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",42.00,1,solved,50,,17050,36168,10779,22112,0.7546,0.7968,1
52,abf68d190c32745e,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",44.00,1,solved,52,,20998,44858,9172,18740,0.6401,0.6883,1
53,e9c8f52b0137a4d6,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",38.00,1,solved,44,,14021,30438,4398,8843,0.3072,0.3375,1
54,1c563a8de704fb92,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",38.00,1,solved,50,,25127,53576,14421,29559,1.0084,1.0689,1
55,e35cfa28791b6d40,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",36.00,1,solved,42,,8193,18412,4270,9041,0.2960,0.3155,1
56,c2a4f1798d05eb36,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",44.00,1,solved,48,,554,1148,461,948,0.0325,0.0339,1
57,e628f0da179b3c54,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",38.00,1,solved,46,,30758,67034,17091,35543,1.1884,1.2633,1
58,1a7df295b6048ec3,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",44.00,1,solved,50,,25343,55230,14040,29170,0.9793,1.0405,1
59,afd862537be491c0,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",36.00,1,solved,44,,1603,3411,1147,2380,0.0799,0.0839,1
60,9a7cdb682e31f450,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",36.00,1,solved,40,,295,653,257,563,0.0179,0.0187,1
61,dc1875fea6023b49,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",34.00,1,solved,42,,17418,37715,7139,14738,0.4979,0.5372,1
62,15fd76b2ea0948c3,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",48.00,1,solved,56,,41923,83877,26245,51015,1.8385,1.9393,1
63,bf8e9a62d4051c73,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",42.00,1,solved,46,,2689,5740,1746,3599,0.1215,0.1280,1
64,eac510fd29b83674,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",32.00,1,solved,42,,56766,124548,20801,41911,1.4482,1.5755,1
65,7ea81b3504cf296d,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",42.00,1,solved,50,,8964,18881,6042,12373,0.4230,0.4740,1
66,f68c9eb03475a12d,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",34.00,1,solved,46,,17226,36335,11378,23359,0.7952,0.8385,1
67,3f75e0a4169bdc28,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",46.00,1,solved,56,,214593,458548,72087,144520,5.0353,5.5133,1
68,cbf92d316805ea47,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",46.00,1,solved,52,,7510,15692,5341,10836,0.3733,0.3921,1
69,4fec5a10728db963,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",38.00,1,solved,46,,49889,108668,17868,36448,1.2448,1.3554,1
70,b9da7f813e0c2465,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",30.00,1,solved,32,,112,240,100,211,0.0071,0.0074,1
71,2edc9386f70a41b5,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",36.00,1,solved,44,,15932,34602,5665,11699,0.3980,0.4330,1
72,671d98a0fe4cb325,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",36.00,1,solved,42,,4753,10376,3440,7341,0.2407,0.2530,1
73,b7f9e0a23c46d815,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",40.00,1,solved,50,,64180,141603,26271,54434,1.8316,1.9805,1
74,a68fd5c09eb23714,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",34.00,1,solved,38,,1007,2244,441,914,0.0308,0.0331,1
75,bea52019df867c34,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",38.00,1,solved,42,,294,639,270,578,0.0188,0.0196,1
76,d7cab1940f82635e,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",38.00,1,solved,44,,2347,5137,1680,3544,0.1168,0.1228,1
77,c30b52d479a8ef16,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",44.00,1,solved,56,,117600,249155,64084,130234,4.4719,4.7634,1
78,278cef9d0b64a135,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",38.00,1,solved,46,,13089,27804,8466,17324,0.5894,0.6217,1
79,ac09f2d1b38645e7,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",42.00,1,solved,44,,410,858,377,777,0.0261,0.0272,1
80,bde8a0c963247f15,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",30.00,1,solved,38,,632,1380,450,950,0.0313,0.0329,1
81,27c619a8b3e54df0,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",46.00,1,solved,54,,6611,13775,5379,11036,0.3761,0.3936,1
82,faec9d106b584723,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",32.00,1,solved,40,,8864,19320,4609,9534,0.3203,0.3412,1
83,bae9c12534d786f0,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",44.00,1,solved,52,,5933,12444,3983,8125,0.2770,0.2915,1
84,0fb47a9d86ec5321,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",30.00,1,solved,42,,7373,16454,4507,9634,0.3157,0.3343,1
85,af059bd6e14c2738,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",36.00,1,solved,42,,10297,23156,4801,10167,0.3342,0.3585,1
86,ef046b9ca3d27581,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",30.00,1,solved,42,,33836,73640,16262,33789,1.1359,1.2168,1
87,e357d4bc8106f9a2,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",46.00,1,solved,56,,94454,196224,54688,108876,3.8174,4.0476,1
88,1d59203e7fbca648,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",42.00,1,solved,50,,69097,148326,36561,75246,2.5491,2.7166,1
89,fed8bc9016a37425,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",30.00,1,solved,32,,59,131,55,119,0.0038,0.0040,1
90,f2ad168c9e0b7534,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",32.00,1,solved,40,,1660,3568,1207,2536,0.0843,0.0886,1
91,72ecf9a1b5864d30,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",36.00,1,solved,46,,17396,37646,10070,20848,0.7033,0.7455,1
92,f3cd20e98b45671a,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",38.00,1,solved,44,,9512,20511,5334,11007,0.3720,0.3950,1
93,5fd43029be618ac7,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",42.00,1,solved,50,,32175,69918,14738,30081,1.0253,1.0991,1
94,c2ed4f9a057168b3,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",44.00,1,solved,50,,2258,4820,1631,3389,0.1135,0.1193,1
95,9f6e7358ab1d204c,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",34.00,1,solved,40,,1180,2464,856,1744,0.0598,0.0628,1
96,b15afc3472e8d096,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",42.00,1,solved,52,,29244,61749,17035,34718,1.1840,1.2541,1
97,efdc2943a75860b1,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",34.00,1,solved,40,,2655,5978,1801,3852,0.1267,0.1337,1
98,aec2d5f90b861734,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",34.00,1,solved,44,,3062,6752,2146,4604,0.1493,0.1570,1
99,1ac2906e53b7df48,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",48.00,1,solved,54,,30078,63575,16266,32897,1.1299,1.2001,1
0,8ab57e3c01296df4,,wastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",42.00,1,solved,46,,164,523,165,356,0.0118,0.0376,1
1,8f4a75ed326cb091,,wastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",32.00,1,solved,44,,16331,51933,15879,33253,1.1236,1.4523,1
2,8c0edb4f792536a1,,wastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",32.00,1,solved,40,,645,2026,636,1340,0.0450,0.0576,1
3,5e692f8d0c43ab17,,wastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",44.00,1,solved,46,,1174,3650,1163,2426,0.0824,0.1054,1
4,01d46fe2bac57398,,wastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",38.00,1,solved,44,,1317,4160,1316,2791,0.0937,0.1197,1
5,ebc8f514da296370,,wastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",32.00,1,solved,40,,1252,3920,1228,2579,0.0870,0.1115,1
6,87c53fbd2e0614a9,,wastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",38.00,1,solved,40,,103,319,104,216,0.0075,0.0095,1
7,bc9eaf64035d2178,,wastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",32.00,1,solved,36,,61,191,62,131,0.0044,0.0056,1
8,d957c832a46be0f1,,wastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",48.00,1,solved,52,,441,1371,442,928,0.0314,0.0399,1
9,a49e3db67f05281c,,wastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",40.00,1,solved,46,,965,3066,945,2022,0.0668,0.0856,1
10,fc0b42a5378e619d,,wastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",40.00,1,solved,50,,26161,81125,25639,52015,1.8290,2.3682,1
11,c2b1ea483f95d760,,wastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",42.00,1,solved,50,,2149,6783,2120,4452,0.1499,0.1923,1
12,c25d10e873ab96f4,,wastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",44.00,1,solved,52,,16217,50246,15931,32398,1.1258,1.4504,1
13,e8f470ab21dc5693,,wastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",42.00,1,solved,48,,1378,4360,1361,2886,0.0964,0.1235,1
14,72596c10aedf3b84,,wastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",40.00,1,solved,48,,6939,21758,6863,14149,0.4850,0.6232,1
15,ef2d501b867a934c,,wastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",40.00,1,solved,48,,4198,13030,4170,8630,0.2944,0.3769,1
16,ad84c615be0239f7,,wastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",40.00,1,solved,44,,491,1507,491,1012,0.0348,0.0443,1
17,bf4dac98560e3217,,wastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",32.00,1,solved,40,,2525,8079,2491,5330,0.1758,0.2257,1
18,bd08947ce6a1f352,,wastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",32.00,1,solved,36,,78,247,79,170,0.0057,0.0072,1
19,3ea4bcdf75069218,,wastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",40.00,1,solved,46,,4393,13933,4314,9165,0.3056,0.3928,1
20,2b8d1e3c590476af,,wastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",42.00,1,solved,50,,9495,30066,9242,19407,0.6529,0.8418,1
21,8fc2a069d1eb3754,,wastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",40.00,1,solved,46,,3324,10346,3288,6799,0.2327,0.2983,1
22,fc5ae0d17324b986,,wastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",34.00,1,solved,42,,3289,10299,3239,6642,0.2296,0.2945,1
23,afb57e4608cd3291,,wastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",32.00,1,solved,38,,2104,6696,2074,4372,0.1465,0.1878,1
24,bdcea7f506482931,,wastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",32.00,1,solved,38,,690,2132,683,1391,0.0482,0.0616,1
25,06cd48791ef5b3a2,,wastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",42.00,1,solved,50,,2127,6641,2109,4409,0.1492,0.1907,1
26,af0e769c1d28b345,,wastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",26.00,1,solved,30,,62,204,63,143,0.0045,0.0057,1
27,da5c9164037feb82,,wastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",38.00,1,solved,46,,1429,4460,1428,2992,0.1008,0.1287,1
28,f9ce7168d34520ba,,wastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",36.00,1,solved,42,,1229,3822,1214,2535,0.0860,0.1100,1
29,8c94bef105d2a673,,wastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",40.00,1,solved,42,,234,725,226,466,0.0160,0.0206,1
30,b65e19da284cf073,,wastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",42.00,1,solved,52,,11615,35688,11468,23079,0.8118,1.0433,1
31,fbe97065dc813a24,,wastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",28.00,1,solved,34,,286,921,287,629,0.0203,0.0259,1
32,f9b47de035a216c8,,wastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",38.00,1,solved,44,,1788,5681,1775,3764,0.1252,0.1605,1
33,b7da6045ce19f238,,wastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",40.00,1,solved,44,,288,892,262,541,0.0185,0.0241,1
34,6ecab52037d8f419,,wastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",34.00,1,solved,44,,3716,11537,3650,7516,0.2575,0.3303,1
