instance_id,state_hex,optimal_cost,algorithm,algo_params,heuristic,heuristic_params,h_start,solved,termination,solution_cost,suboptimality,nodes_expanded,nodes_generated,h_batches,h_states,h_time_s,wall_time_s,batch_size
7,0ed8fac639157b24,,gbfs,{},pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",24.00,1,solved,26,,27,86,28,60,0.0020,0.0025,1
8,bfecad4879512036,,gbfs,{},pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",24.00,1,solved,34,,37,119,38,83,0.0027,0.0034,1
9,fec8b9ad35046271,,gbfs,{},pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",20.00,1,solved,26,,33,110,34,78,0.0024,0.0031,1
10,eb859dc4f60a7312,,gbfs,{},pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",28.00,1,solved,30,,31,98,32,68,0.0023,0.0029,1
11,afd8bec075213649,,gbfs,{},pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",24.00,1,solved,58,,106,351,107,246,0.0076,0.0096,1
12,fec4a98d0721b356,,gbfs,{},pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",24.00,1,solved,30,,31,101,32,71,0.0023,0.0029,1
13,0fec73a8b6d59214,,gbfs,{},pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",26.00,1,solved,54,,93,294,94,201,0.0066,0.0084,1
14,6d08efc5a934b721,,gbfs,{},pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",26.00,1,solved,30,,39,124,40,86,0.0028,0.0036,1
15,0fe4b9a86c1d7325,,gbfs,{},pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",28.00,1,solved,108,,320,1015,321,692,0.0232,0.0296,1
16,e20dfbac35896714,,gbfs,{},pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",24.00,1,solved,24,,24,75,25,52,0.0017,0.0022,1
17,bfdca9e826417035,,gbfs,{},pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",22.00,1,solved,30,,39,123,40,85,0.0028,0.0035,1
18,bfae79cd23056481,,gbfs,{},pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",30.00,1,solved,30,,30,91,31,62,0.0022,0.0027,1
19,0be95cd8f7643a21,,gbfs,{},pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",26.00,1,solved,28,,31,101,32,71,0.0022,0.0028,1
0,fead983c7b652014,,wastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",28.00,1,solved,30,,51,157,52,107,0.3365,0.3392,1
1,6bfc23e8ad047159,,wastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",30.00,1,solved,30,,41,133,41,91,0.0877,0.0896,1
2,edab7f6c04983251,,wastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",26.00,1,solved,26,,55,184,56,124,0.0989,0.1016,1
3,9dc8eaf40751b362,,wastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",28.00,1,solved,28,,38,124,39,87,0.0809,0.0842,1
4,fedc30a8b5712649,,wastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",24.00,1,solved,26,,44,148,45,105,0.0814,0.0838,1
5,ed9cfb50a4723618,,wastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",26.00,1,solved,26,,27,91,28,65,0.0468,0.0481,1
6,edc8fa941305b726,,wastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",26.00,1,solved,28,,42,131,42,86,0.0689,0.0706,1
7,0ed8fac639157b24,,wastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",26.00,1,solved,26,,53,170,52,114,0.0948,0.0974,1
8,bfecad4879512036,,wastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",26.00,1,solved,26,,28,92,29,65,0.0500,0.0515,1
9,fec8b9ad35046271,,wastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",24.00,1,solved,26,,40,137,41,98,0.0688,0.0704,1
10,eb859dc4f60a7312,,wastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",30.00,1,solved,30,,48,150,48,101,0.0906,0.0930,1
11,afd8bec075213649,,wastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",28.00,1,solved,28,,28,89,29,62,0.0494,0.0507,1
12,fec4a98d0721b356,,wastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",24.00,1,solved,26,,26,84,27,59,0.0459,0.0470,1
13,0fec73a8b6d59214,,wastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",28.00,1,solved,28,,168,558,156,354,0.2772,0.2847,1
14,6d08efc5a934b721,,wastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",28.00,1,solved,26,,26,83,27,58,0.0479,0.0491,1
15,0fe4b9a86c1d7325,,wastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",32.00,1,solved,30,,98,319,83,184,0.1534,0.1575,1
16,e20dfbac35896714,,wastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",24.00,1,solved,26,,28,88,29,61,0.0487,0.0499,1
17,bfdca9e826417035,,wastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",24.00,1,solved,24,,38,114,39,75,0.0668,0.0684,1
18,bfae79cd23056481,,wastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",30.00,1,solved,30,,96,291,94,186,0.1739,0.1785,1
19,0be95cd8f7643a21,,wastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",28.00,1,solved,28,,29,94,30,66,0.0530,0.0543,1
0,fead983c7b652014,,wastar,"{""w"": 2.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",28.00,1,solved,30,,32,102,33,71,0.0587,0.0601,1
1,6bfc23e8ad047159,,wastar,"{""w"": 2.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",30.00,1,solved,30,,30,98,31,69,0.0623,0.0636,1
2,edab7f6c04983251,,wastar,"{""w"": 2.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",26.00,1,solved,26,,28,94,29,67,0.0537,0.0550,1
3,9dc8eaf40751b362,,wastar,"{""w"": 2.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",28.00,1,solved,28,,31,97,32,67,0.0608,0.0623,1
4,fedc30a8b5712649,,wastar,"{""w"": 2.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",24.00,1,solved,28,,43,139,44,97,0.0837,0.0860,1
5,ed9cfb50a4723618,,wastar,"{""w"": 2.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",26.00,1,solved,26,,27,91,28,65,0.0461,0.0472,1
6,edc8fa941305b726,,wastar,"{""w"": 2.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",26.00,1,solved,28,,32,100,33,69,0.0510,0.0522,1
7,0ed8fac639157b24,,wastar,"{""w"": 2.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",26.00,1,solved,26,,28,92,29,65,0.0528,0.0541,1
8,bfecad4879512036,,wastar,"{""w"": 2.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",26.00,1,solved,26,,27,88,28,62,0.0458,0.0469,1
9,fec8b9ad35046271,,wastar,"{""w"": 2.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",24.00,1,solved,26,,26,89,27,64,0.0520,0.0532,1
10,eb859dc4f60a7312,,wastar,"{""w"": 2.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",30.00,1,solved,30,,31,97,32,67,0.0559,0.0572,1
11,afd8bec075213649,,wastar,"{""w"": 2.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",28.00,1,solved,28,,28,89,29,62,0.0528,0.0540,1
12,fec4a98d0721b356,,wastar,"{""w"": 2.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",24.00,1,solved,26,,26,84,27,59,0.0483,0.0494,1
13,0fec73a8b6d59214,,wastar,"{""w"": 2.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",28.00,1,solved,30,,35,116,36,82,0.0707,0.0723,1
14,6d08efc5a934b721,,wastar,"{""w"": 2.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",28.00,1,solved,26,,26,83,27,58,0.0506,0.0518,1
15,0fe4b9a86c1d7325,,wastar,"{""w"": 2.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",32.00,1,solved,36,,43,143,44,101,0.0797,0.0817,1
16,e20dfbac35896714,,wastar,"{""w"": 2.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",24.00,1,solved,26,,28,88,29,61,0.0440,0.0450,1
17,bfdca9e826417035,,wastar,"{""w"": 2.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",24.00,1,solved,24,,25,75,26,51,0.0412,0.0423,1
18,bfae79cd23056481,,wastar,"{""w"": 2.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",30.00,1,solved,30,,30,91,31,62,0.0574,0.0588,1
19,0be95cd8f7643a21,,wastar,"{""w"": 2.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",28.00,1,solved,28,,29,94,30,66,0.0550,0.0565,1
0,fead983c7b652014,,gbfs,{},classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",28.00,1,solved,30,,32,102,33,71,0.0599,0.0619,1
1,6bfc23e8ad047159,,gbfs,{},classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",30.00,1,solved,30,,30,98,31,69,0.0557,0.0574,1
2,edab7f6c04983251,,gbfs,{},classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",26.00,1,solved,26,,28,94,29,67,0.0531,0.0547,1
3,9dc8eaf40751b362,,gbfs,{},classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",28.00,1,solved,28,,30,93,31,64,0.0565,0.0583,1
4,fedc30a8b5712649,,gbfs,{},classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",24.00,1,solved,28,,29,92,30,64,0.0605,0.0622,1
5,ed9cfb50a4723618,,gbfs,{},classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",26.00,1,solved,26,,27,91,28,65,0.0497,0.0509,1
6,edc8fa941305b726,,gbfs,{},classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",26.00,1,solved,30,,30,92,31,63,0.0591,0.0606,1
7,0ed8fac639157b24,,gbfs,{},classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",26.00,1,solved,26,,28,92,29,65,0.0593,0.0607,1
8,bfecad4879512036,,gbfs,{},classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",26.00,1,solved,26,,27,88,28,62,0.0530,0.0544,1
9,fec8b9ad35046271,,gbfs,{},classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",24.00,1,solved,26,,26,89,27,64,0.0523,0.0537,1
10,eb859dc4f60a7312,,gbfs,{},classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",30.00,1,solved,30,,31,97,32,67,0.0600,0.0620,1
11,afd8bec075213649,,gbfs,{},classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",28.00,1,solved,28,,28,89,29,62,0.0506,0.0518,1
12,fec4a98d0721b356,,gbfs,{},classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",24.00,1,solved,26,,26,84,27,59,0.0461,0.0472,1
13,0fec73a8b6d59214,,gbfs,{},classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",28.00,1,solved,32,,35,117,36,83,0.0688,0.0707,1
14,6d08efc5a934b721,,gbfs,{},classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",28.00,1,solved,26,,26,83,27,58,0.0498,0.0512,1
15,0fe4b9a86c1d7325,,gbfs,{},classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",32.00,1,solved,36,,44,146,45,103,0.0872,0.0894,1
16,e20dfbac35896714,,gbfs,{},classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",24.00,1,solved,26,,28,88,29,61,0.0527,0.0541,1
17,bfdca9e826417035,,gbfs,{},classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""mps"", ""temperature"": 1.0, ""threshold"": 0.5}",24.00,1,solved,24,,25,75,26,51,0.0528,0.0541,1
